"","Year","Period","State","State ANSI","HONEY, BEE COLONIES - ADDED & REPLACED, MEASURED IN COLONIES","HONEY, BEE COLONIES - INVENTORY, MAX, MEASURED IN COLONIES","HONEY, BEE COLONIES - LOSS, COLONY COLLAPSE DISORDER, MEASURED IN COLONIES","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY DISEASE - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY OTHER CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY PESTICIDES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY PESTS ((EXCL VARROA MITES)) - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY UNKNOWN CAUSES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, AFFECTED BY VARROA MITES - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN COLONIES","HONEY, BEE COLONIES, RENOVATED - INVENTORY, MEASURED IN PCT OF COLONIES","HONEY, BEE COLONIES - INVENTORY, MEASURED IN COLONIES"
"380",2020,"JUL THRU SEP","INDIANA","18",1200,15000,90,1600,11,1.7,0.7,24.5,12,1.3,41.4,2700,18,15000
"381",2020,"JUL THRU SEP","IOWA","19",1100,38000,430,1800,5,3.9,4.5,6.3,29.4,NA,49.1,2900,8,34000
"382",2020,"JUL THRU SEP","KANSAS","20",600,7000,310,910,13,15.6,2.1,34.1,24.8,NA,93.8,730,10,7000
"383",2020,"JUL THRU SEP","KENTUCKY","21",800,12000,220,1400,12,1.4,2.4,1.6,4,5.1,23.3,510,4,11500
"384",2020,"JUL THRU SEP","LOUISIANA","22",1200,48000,1200,2600,5,4.7,3.6,0.8,14.4,3.4,27.2,3100,6,48000
"385",2020,"JUL THRU SEP","MAINE","23",700,10000,10,1500,15,0.7,4.6,0,2.5,6.2,65.2,820,8,9500
"386",2020,"JUL THRU SEP","MARYLAND","24",1200,7500,60,690,9,NA,0.6,NA,4.8,2.9,17.6,220,3,7500
"387",2020,"JUL THRU SEP","MASSACHUSETTS","25",840,11000,40,330,3,1.5,1.2,0.8,1.6,0.7,29.7,810,7,11000
"388",2020,"JUL THRU SEP","MICHIGAN","26",37000,106000,8500,34000,32,3.4,5.9,8.9,14.5,1,53.1,11000,10,96000
"389",2020,"JUL THRU SEP","MINNESOTA","27",1800,119000,1900,10500,9,NA,2.2,8.2,3.7,1.7,46.3,3700,3,114000
"390",2020,"JUL THRU SEP","MISSISSIPPI","28",2500,29000,890,1600,6,NA,3.3,NA,41.8,6.2,45.7,130,NA,26000
"391",2020,"JUL THRU SEP","MISSOURI","29",290,8000,250,730,9,NA,2.4,1.1,8.8,2.4,30.8,820,10,8000
"392",2020,"JUL THRU SEP","MONTANA","30",6500,139000,360,8500,6,0.9,8.6,NA,2.1,1.2,36.6,28000,20,138000
"393",2020,"JUL THRU SEP","NEBRASKA","31",3000,48000,300,4300,9,3.3,21.4,19.8,0.8,NA,23.4,3100,6,47000
"394",2020,"JUL THRU SEP","NEW JERSEY","34",1500,18500,30,2300,12,0,NA,16.3,5.6,NA,21.7,1800,10,17500
"395",2020,"JUL THRU SEP","NEW MEXICO","35",3300,5500,0,1600,29,0,0.5,0,32.9,NA,33.8,760,14,5500
"396",2020,"JUL THRU SEP","NEW YORK","36",5500,61000,850,3600,6,6.3,2.1,3.3,7.8,1.1,18.2,1600,3,61000
"397",2020,"JUL THRU SEP","NORTH CAROLINA","37",950,27000,1100,4600,17,NA,NA,NA,17.9,NA,70.5,5500,20,26000
"398",2020,"JUL THRU SEP","NORTH DAKOTA","38",57000,495000,7000,53000,11,12.3,9.3,4.1,15.9,1.4,61.3,33000,7,455000
"399",2020,"JUL THRU SEP","OHIO","39",730,22000,200,1900,9,0.8,10.8,3.7,10.4,1.4,28.6,2100,10,22000
"400",2020,"JUL THRU SEP","OKLAHOMA","40",150,8000,120,1100,14,0.9,2.4,1.7,8,0.8,52.4,930,12,7000
"401",2020,"JUL THRU SEP","OREGON","41",13000,124000,5500,12000,10,3.8,7.1,0.5,2.5,2.4,42.4,28000,23,102000
"402",2020,"JUL THRU SEP","OTHER STATES",NA,2230,11630,NA,2080,18,NA,14.1,6.3,7.1,NA,76.4,700,6,10630
"403",2020,"JUL THRU SEP","PENNSYLVANIA","42",2500,27000,460,2200,8,1.2,5.5,1.6,12.3,2.3,32.2,1200,4,27000
"404",2020,"JUL THRU SEP","SOUTH CAROLINA","45",1200,13500,550,1800,13,NA,1.5,6.2,28.9,0.9,27.1,2200,16,12000
"405",2020,"JUL THRU SEP","SOUTH DAKOTA","46",30000,235000,470,66000,28,2.1,61.4,64.9,7,2,87,12500,5,230000
"406",2020,"JUL THRU SEP","TENNESSEE","47",460,15000,470,2200,15,2.3,2.4,0.5,15.5,2.2,37.7,860,6,15000
"407",2020,"JUL THRU SEP","TEXAS","48",9000,173000,1800,9500,5,2,1.6,6.7,13.6,0.6,20.2,7500,4,167000
"408",2020,"JUL THRU SEP","UTAH","49",1500,30000,200,2000,7,NA,3.7,31.6,NA,3.9,61.7,2300,8,24000
"409",2020,"JUL THRU SEP","VERMONT","50",700,7500,30,210,3,0.9,0.9,3.8,0.7,NA,26.6,180,2,7500
"410",2020,"JUL THRU SEP","VIRGINIA","51",910,8500,160,1200,14,NA,4.1,NA,8.3,5.8,27.5,730,9,8500
"411",2020,"JUL THRU SEP","WASHINGTON","53",5000,104000,2500,7000,7,NA,1.3,10.5,NA,0.6,19.2,8500,8,94000
"412",2020,"JUL THRU SEP","WEST VIRGINIA","54",210,8000,480,540,7,4.7,1.7,4.7,10.1,2.6,17.7,800,10,8000
"413",2020,"JUL THRU SEP","WISCONSIN","55",970,68000,2000,8000,12,12.9,13.8,26.1,22.8,20.4,43.1,9000,13,68000
"414",2020,"JUL THRU SEP","WYOMING","56",640,34000,310,3600,11,0.7,1.8,5.9,NA,0.9,13.4,7500,22,33000
"415",2020,"OCT THRU DEC","ALABAMA","01",750,17000,70,1100,6,15.4,2.3,2,43.2,16.9,50.8,60,NA,17000
"416",2020,"OCT THRU DEC","ARIZONA","04",5500,27000,1000,4000,15,NA,2.3,4.5,NA,18.3,22.5,600,2,25000
"417",2020,"OCT THRU DEC","ARKANSAS","05",380,23000,820,2100,9,1.7,5.9,12.8,12.9,5.7,43.1,780,3,22000
"418",2020,"OCT THRU DEC","CALIFORNIA","06",120000,1400000,21000,164000,12,7.1,4.2,4.8,11.1,4,45.5,58000,4,7e+05
"419",2020,"OCT THRU DEC","COLORADO","08",930,19000,150,5000,26,NA,0.9,0,0,1.5,14.9,20,NA,19000
"420",2020,"OCT THRU DEC","CONNECTICUT","09",20,4600,0,500,11,0.1,4.3,0,0.9,8.2,49.4,20,NA,4300
"421",2020,"OCT THRU DEC","FLORIDA","12",50000,290000,13500,29000,10,10.4,2.3,19.6,21.7,7.5,45.7,17500,6,240000
"422",2020,"OCT THRU DEC","GEORGIA","13",11000,174000,10000,30000,17,1.8,1.9,7.5,12.9,6.7,35.5,11000,6,165000
"423",2020,"OCT THRU DEC","HAWAII","15",200,22000,40,2700,12,NA,2.9,0,65.2,0,57.2,370,2,22000
"424",2020,"OCT THRU DEC","IDAHO","16",8000,180000,4400,19000,11,4.3,4.8,4.8,8.9,5.4,52.1,1700,1,94000
"425",2020,"OCT THRU DEC","ILLINOIS","17",330,13000,310,1700,13,1.1,2.7,2.9,9.8,6.9,26.4,410,3,13000
"426",2020,"OCT THRU DEC","INDIANA","18",240,11000,210,930,8,NA,2.4,1.9,4.1,5.7,26.3,260,2,10000
"427",2020,"OCT THRU DEC","IOWA","19",700,38000,1100,4800,13,2.6,1.8,NA,0.9,1.4,39.8,850,2,38000
"428",2020,"OCT THRU DEC","KANSAS","20",460,7000,620,2400,34,1.2,26.4,33.3,30.3,25.9,37.7,170,2,6000
"429",2020,"OCT THRU DEC","KENTUCKY","21",380,11500,150,1100,10,0,8.2,0,8.8,9,23.8,520,5,11500
"430",2020,"OCT THRU DEC","LOUISIANA","22",30,52000,20,1700,3,0,2.9,NA,2.9,NA,22.2,620,1,46000
"431",2020,"OCT THRU DEC","MAINE","23",180,9000,40,100,1,0.5,1.2,0,NA,0.6,30.8,250,3,9000
"432",2020,"OCT THRU DEC","MARYLAND","24",60,8000,100,980,12,1.5,6.2,0.7,1.8,2.1,27.5,460,6,6000
"433",2020,"OCT THRU DEC","MASSACHUSETTS","25",270,10000,250,390,4,NA,NA,NA,1.2,0.9,17.4,90,1,10000
"434",2020,"OCT THRU DEC","MICHIGAN","26",2400,101000,4500,10500,10,5.3,3.6,3.1,5.4,4.3,42.9,1600,2,97000
"435",2020,"OCT THRU DEC","MINNESOTA","27",1200,105000,5000,9500,9,1,1.8,19.2,1.6,2.6,17.2,340,NA,99000
"436",2020,"OCT THRU DEC","MISSISSIPPI","28",300,37000,300,3800,10,0,7.8,0.6,1.5,5.9,7.8,30,NA,30000
"437",2020,"OCT THRU DEC","MISSOURI","29",20,7000,190,750,11,NA,3.1,0.5,7.9,0.8,13.1,110,2,6500
"438",2020,"OCT THRU DEC","MONTANA","30",3500,92000,1000,14000,15,11.6,4.4,2.6,11.6,6,15.1,290,NA,81000
"439",2020,"OCT THRU DEC","NEBRASKA","31",280,43000,4700,7000,16,0.5,1.4,NA,NA,6.3,3.6,2500,6,43000
"440",2020,"OCT THRU DEC","NEW JERSEY","34",2000,18000,60,310,2,0.5,0.2,0.6,2.1,0.7,6.8,480,3,18000
"441",2020,"OCT THRU DEC","NEW MEXICO","35",80,3600,2800,190,5,1,2,0,NA,0.9,15.7,50,1,2400
"442",2020,"OCT THRU DEC","NEW YORK","36",2400,52000,1700,4100,8,NA,4.5,NA,7.2,4.1,19.2,5000,10,52000
"443",2020,"OCT THRU DEC","NORTH CAROLINA","37",200,22000,2300,2500,11,NA,0.6,5.1,14,1.9,37.7,9000,41,16500
"444",2020,"OCT THRU DEC","NORTH DAKOTA","38",12500,445000,16000,45000,10,5.1,1.1,11.5,0.5,5.5,60.2,NA,0,445000
"445",2020,"OCT THRU DEC","OHIO","39",10,21000,240,1600,8,0.9,2.5,6.4,12.4,1.7,42.4,490,2,21000
"446",2020,"OCT THRU DEC","OKLAHOMA","40",250,28000,20,300,1,NA,NA,NA,1.1,0.8,2.3,NA,0,7000
"447",2020,"OCT THRU DEC","OREGON","41",7000,123000,3700,15500,13,3.7,3.8,1.6,4.6,3.9,28.5,2600,2,122000
"448",2020,"OCT THRU DEC","OTHER STATES",NA,80,10740,NA,2470,23,NA,12.5,NA,1.1,7.4,44.5,1300,12,10640
"449",2020,"OCT THRU DEC","PENNSYLVANIA","42",580,25000,350,1900,8,1.3,1.8,1.9,3.9,2.6,28.1,440,2,23000
"450",2020,"OCT THRU DEC","SOUTH CAROLINA","45",270,18500,440,2600,14,0,2.7,1.3,4.2,3.8,22.9,210,1,11500
"451",2020,"OCT THRU DEC","SOUTH DAKOTA","46",1000,197000,1000,16000,8,6.5,NA,4.5,1.4,1.8,22.6,150,NA,197000
"452",2020,"OCT THRU DEC","TENNESSEE","47",20,13500,80,680,5,NA,2.1,5.1,25.4,5.2,33.8,640,5,13500
"453",2020,"OCT THRU DEC","TEXAS","48",27000,255000,3000,43000,17,NA,5.7,5,6.5,9.6,27.4,1700,1,144000
"454",2020,"OCT THRU DEC","UTAH","49",1800,29000,400,3800,13,NA,0.7,6.8,NA,17.6,49.5,50,NA,29000
"455",2020,"OCT THRU DEC","VERMONT","50",30,8000,10,270,3,0.5,0.6,0,NA,NA,10,NA,0,8000
"456",2020,"OCT THRU DEC","VIRGINIA","51",70,8500,160,1000,12,1.6,5.4,2,13.6,2.9,30.3,450,5,8000
"457",2020,"OCT THRU DEC","WASHINGTON","53",6000,103000,10500,16500,16,22.9,4.7,2.6,20.2,4.4,25.5,2000,2,102000
"458",2020,"OCT THRU DEC","WEST VIRGINIA","54",120,7500,150,550,7,NA,4.5,1,4.3,1.1,7.2,800,11,7500
"459",2020,"OCT THRU DEC","WISCONSIN","55",2800,60000,2700,8000,13,NA,1.8,7.4,0.6,1.2,29.3,4700,8,60000
"460",2020,"OCT THRU DEC","WYOMING","56",160,25000,1800,1600,6,NA,2.2,2.4,0,1.4,19.2,380,2,23000
"461",2019,"JAN THRU MAR","ALABAMA","01",800,5500,140,650,12,1.8,3.1,0.3,22.7,9,27.2,200,4,5500
"462",2019,"JAN THRU MAR","ARIZONA","04",430,22000,1500,2500,11,6.5,8.4,16.2,7.9,0.2,25.8,90,NA,22000
"463",2019,"JAN THRU MAR","ARKANSAS","05",20,28000,320,6500,23,3.3,0.7,55.3,1.5,2.9,19.5,20,NA,28000
"464",2019,"JAN THRU MAR","CALIFORNIA","06",83000,1580000,14000,235000,15,6.4,8.7,12.3,13.4,5.6,43.5,86000,5,1140000
"465",2019,"JAN THRU MAR","COLORADO","08",0,7500,1500,320,4,0,2.5,0,0.3,0.6,11.2,0,0,5000
"466",2019,"JAN THRU MAR","CONNECTICUT","09",170,3100,90,270,9,0,3.6,0,1.3,1.7,10.1,10,NA,3100
"467",2019,"JAN THRU MAR","FLORIDA","12",41000,315000,3900,46000,15,5.5,7.4,22.9,24.8,5.5,46.9,16500,5,3e+05
"468",2019,"JAN THRU MAR","GEORGIA","13",19500,129000,2300,14500,11,7.4,10.6,9.6,17.8,4.9,69.6,8000,6,120000
"469",2019,"JAN THRU MAR","HAWAII","15",660,16500,80,390,2,0.1,2.9,0.7,64.9,0,72.1,3700,22,16500
"470",2019,"JAN THRU MAR","IDAHO","16",4600,145000,3700,12500,9,8,8.6,9.2,8,NA,24.5,1100,1,132000
"471",2019,"JAN THRU MAR","ILLINOIS","17",210,9000,530,2300,26,3.1,15.5,0.7,14.7,10.1,33.3,80,1,9000
"472",2019,"JAN THRU MAR","INDIANA","18",440,6000,150,710,12,2.6,7.1,5.5,8.8,1.7,15.6,280,5,6000
"473",2019,"JAN THRU MAR","IOWA","19",170,11500,270,1600,14,0.6,7.7,0.3,1.7,3.5,34.8,140,1,7500
"474",2019,"JAN THRU MAR","KANSAS","20",370,4500,430,1500,33,2.5,21.6,12.2,7.8,4,86.9,110,2,4500
"475",2019,"JAN THRU MAR","KENTUCKY","21",60,4400,70,890,20,0.1,10.7,5.3,12.9,4.6,21.6,30,1,3700
"476",2019,"JAN THRU MAR","LOUISIANA","22",9000,51000,550,3500,7,0.1,1,0.3,1.3,0.7,57.8,16000,31,49000
"477",2019,"JAN THRU MAR","MAINE","23",10,7000,10,470,7,0,1.4,0,0.1,0.8,2.3,30,NA,7000
"478",2019,"JAN THRU MAR","MARYLAND","24",30,8000,50,2300,29,0.2,10.1,NA,5.1,2.4,12.6,10,NA,8000
"479",2019,"JAN THRU MAR","MASSACHUSETTS","25",60,3800,50,680,18,0,6.3,4.3,0,0.9,10.3,20,1,3800
"480",2019,"JAN THRU MAR","MICHIGAN","26",0,33000,3300,6500,20,1.5,12.2,0.2,5.8,0.7,18.2,0,0,24000
"481",2019,"JAN THRU MAR","MINNESOTA","27",80,43000,1900,2200,5,1.9,2,0,0.2,0.8,1.3,470,1,17000
"482",2019,"JAN THRU MAR","MISSISSIPPI","28",3800,29000,160,2400,8,64.8,1.9,48.4,71,5.5,14.6,1700,6,26000
"483",2019,"JAN THRU MAR","MISSOURI","29",80,8500,340,1100,13,1.9,5.4,0.5,2.3,3.2,5.4,60,1,8500
"484",2019,"JAN THRU MAR","MONTANA","30",1700,68000,620,3500,5,0,0.8,0.8,NA,1.1,15.1,1900,3,37000
"485",2019,"JAN THRU MAR","NEBRASKA","31",0,16500,1500,2500,15,32,2.2,0.8,1.3,0.1,32.3,0,0,13500
"486",2019,"JAN THRU MAR","NEW JERSEY","34",130,6000,0,310,5,0,3.5,0,4.4,0.6,15.3,60,1,6000
"487",2019,"JAN THRU MAR","NEW MEXICO","35",0,4800,0,170,4,0.6,1.4,0,1.1,0.3,3.5,0,0,4800
"488",2019,"JAN THRU MAR","NEW YORK","36",110,24000,750,3400,14,1.7,7.7,1.7,2.5,9,10.6,80,NA,24000
"489",2019,"JAN THRU MAR","NORTH CAROLINA","37",750,14500,350,1700,12,0.2,2.2,0.7,2,3.4,16.4,890,6,10500
"490",2019,"JAN THRU MAR","NORTH DAKOTA","38",0,102000,1600,1100,1,0,0.4,6.5,0,1.3,6.9,1300,1,92000
"491",2019,"JAN THRU MAR","OHIO","39",1700,12500,1500,3500,28,11.1,6.7,1.1,9.9,3.1,49.3,440,4,10500
"492",2019,"JAN THRU MAR","OKLAHOMA","40",20,55000,10,50,NA,0,NA,0,0.3,NA,7.7,0,0,21000
"493",2019,"JAN THRU MAR","OREGON","41",8000,95000,2300,7500,8,0.2,2.7,0.2,0.1,0.5,18,1800,2,89000
"494",2019,"JAN THRU MAR","OTHER STATES",NA,70,6070,140,590,10,0.3,2.1,0,1.8,1.6,6.9,30,0,6070
"495",2019,"JAN THRU MAR","PENNSYLVANIA","42",370,15000,1200,2900,19,3.7,7.5,4,4.6,9.5,15.3,320,2,15000
"496",2019,"JAN THRU MAR","SOUTH CAROLINA","45",2000,13000,110,690,5,NA,12.4,1.7,14.5,1,18.5,340,3,12000
"497",2019,"JAN THRU MAR","SOUTH DAKOTA","46",0,18500,2400,1100,6,0,0.8,2.5,NA,2.2,0.8,0,0,18500
"498",2019,"JAN THRU MAR","TENNESSEE","47",240,7000,320,1500,21,5.1,7.7,0.9,23.6,7.1,62.8,320,5,6000
"499",2019,"JAN THRU MAR","TEXAS","48",61000,330000,600,17000,5,5.3,6.9,8.3,6.5,3,26.1,35000,11,260000
"500",2019,"JAN THRU MAR","UTAH","49",900,11000,3200,1800,16,0.1,0.3,0,0,8.8,22.9,0,0,8500
"501",2019,"JAN THRU MAR","VERMONT","50",50,6500,40,260,4,2.4,0.2,0,0.1,1.2,6.2,NA,NA,6500
"502",2019,"JAN THRU MAR","VIRGINIA","51",80,5500,150,1100,20,0.8,3.9,0.3,12.8,9.3,16.6,110,2,5500
"503",2019,"JAN THRU MAR","WASHINGTON","53",5500,75000,5500,7000,9,0.6,0.8,0.3,0.8,0.2,22.3,2200,3,51000
"504",2019,"JAN THRU MAR","WEST VIRGINIA","54",20,7000,530,1300,19,1.1,5,0.2,3.2,1.3,10.3,60,1,5000
"505",2019,"JAN THRU MAR","WISCONSIN","55",580,17000,800,3700,22,0.7,13.8,1.1,3.2,5,15.9,100,1,16500
"506",2019,"JAN THRU MAR","WYOMING","56",0,9500,980,250,3,0.1,0.5,0,0,2.3,0.7,0,0,6500
"507",2019,"JUL THRU SEP","ALABAMA","01",160,7000,180,990,14,2.9,9.7,0.2,24.6,6.4,30.6,330,5,7000
"508",2019,"JUL THRU SEP","ARIZONA","04",5500,30000,770,2000,7,2.7,13.2,11.4,9.9,0.6,29,3800,13,26000
"509",2019,"JUL THRU SEP","ARKANSAS","05",170,21000,990,2100,10,6.8,6.9,50.5,19.7,39.3,53.2,680,3,20000
"510",2019,"JUL THRU SEP","CALIFORNIA","06",87000,7e+05,12000,93000,13,8.7,11.1,16,11.5,3.2,49,108000,15,650000
"511",2019,"JUL THRU SEP","COLORADO","08",2200,36000,1700,9500,26,4.8,9.4,10.2,12.5,1,79.8,3400,9,33000
"512",2019,"JUL THRU SEP","CONNECTICUT","09",70,4400,20,200,5,2.4,3.9,0,6.9,0.5,24.3,470,11,4400
"513",2019,"JUL THRU SEP","FLORIDA","12",46000,240000,6000,20000,8,6.3,11.7,18.2,20.7,10.8,44.9,33000,14,210000
"514",2019,"JUL THRU SEP","GEORGIA","13",12000,118000,8500,13000,11,1.6,17.1,25.8,18.6,4.6,52.5,36000,31,116000
"515",2019,"JUL THRU SEP","HAWAII","15",200,17000,0,200,1,0.3,1.3,0,39,0.2,37.2,6000,35,17000
"516",2019,"JUL THRU SEP","IDAHO","16",8500,111000,1100,10500,9,21.7,18.5,9.9,15.4,0.8,59.9,12500,11,95000
"517",2019,"JUL THRU SEP","ILLINOIS","17",460,13500,100,940,7,0.7,5.5,2.5,8.3,11.5,35.9,1300,10,13500
"518",2019,"JUL THRU SEP","INDIANA","18",2200,16000,90,1000,6,3,19.2,23.1,15.2,1.4,55.7,1500,9,14000
"519",2019,"JUL THRU SEP","IOWA","19",2000,33000,250,3400,10,5.8,27.8,26.3,7.1,3.6,39.4,4800,15,30000
"520",2019,"JUL THRU SEP","KANSAS","20",190,7500,310,1900,25,21.8,1.2,23.9,33.8,0.5,67.5,400,5,7500
"521",2019,"JUL THRU SEP","KENTUCKY","21",700,8500,200,850,10,0.4,7.9,5.2,17.6,8.6,29.2,430,5,8000
"522",2019,"JUL THRU SEP","LOUISIANA","22",4400,44000,910,4100,9,0.4,2.5,57,66.8,2.7,67.1,13000,30,42000
"523",2019,"JUL THRU SEP","MAINE","23",460,12000,10,1100,9,0.1,0.2,0,0.7,0.1,10.1,3500,29,11500
"524",2019,"JUL THRU SEP","MARYLAND","24",720,7500,50,790,11,0,5.1,0.3,2.7,1.4,26.7,1200,16,7500
"525",2019,"JUL THRU SEP","MASSACHUSETTS","25",800,13500,170,1100,8,0.2,0.7,NA,2.9,7.3,13,560,4,13500
"526",2019,"JUL THRU SEP","MICHIGAN","26",3000,99000,1800,11000,11,8.7,2.1,7.3,16.4,1.5,42.7,3300,3,94000
"527",2019,"JUL THRU SEP","MINNESOTA","27",5000,129000,2400,21000,16,4,6.6,13.4,8.2,2.1,54.9,2100,2,126000
"528",2019,"JUL THRU SEP","MISSISSIPPI","28",550,23000,610,2900,13,2.4,4,25.4,45.6,5.1,59.1,850,4,23000
"529",2019,"JUL THRU SEP","MISSOURI","29",260,10500,20,500,5,0.4,2.1,0.8,7.1,0.6,18.4,350,3,10500
"530",2019,"JUL THRU SEP","MONTANA","30",3600,154000,1200,18500,12,10.6,4.1,6.1,10,1,28,12500,8,147000
"531",2019,"JUL THRU SEP","NEBRASKA","31",680,41000,540,3700,9,1.8,7.2,2.8,2.7,1.9,29.2,1400,3,40000
"532",2019,"JUL THRU SEP","NEW JERSEY","34",650,16000,240,680,4,0.3,0.5,0.2,2.3,0.1,26.1,3100,19,16000
"533",2019,"JUL THRU SEP","NEW MEXICO","35",1000,5500,70,170,3,0.9,0.8,0,29.1,0,39.5,550,10,2400
"534",2019,"JUL THRU SEP","NEW YORK","36",3200,69000,3200,8500,12,1.2,2.5,8.2,11.5,3.8,30.7,3700,5,65000
"535",2019,"JUL THRU SEP","NORTH CAROLINA","37",1800,22000,300,2700,12,19.7,9.7,4,11.3,5.7,26.9,5000,23,22000
"536",2019,"JUL THRU SEP","NORTH DAKOTA","38",15000,530000,7000,81000,15,14.7,23.7,9,10.2,9.3,48.4,17500,3,530000
"537",2019,"JUL THRU SEP","OHIO","39",2800,19500,220,1600,8,4.2,5.9,1.8,23,3.9,40.6,3000,15,19500
"538",2019,"JUL THRU SEP","OKLAHOMA","40",130,7500,20,930,12,0.1,4.1,0.1,1.4,4.4,29,1100,15,7500
"539",2019,"JUL THRU SEP","OREGON","41",6000,118000,470,8000,7,19.8,16.6,15.1,12.8,0.4,35.4,21000,18,83000
"540",2019,"JUL THRU SEP","OTHER STATES",NA,320,13900,0,2080,15,4.2,1.4,7.7,4.5,0.1,11.3,900,6,13660
"541",2019,"JUL THRU SEP","PENNSYLVANIA","42",1800,20000,130,980,5,1.8,1.5,5,8.8,5.6,23.4,1900,10,19000
"542",2019,"JUL THRU SEP","SOUTH CAROLINA","45",2000,14500,80,2200,15,0.6,19.6,16.2,11.6,3.7,44.9,1400,10,14500
"543",2019,"JUL THRU SEP","SOUTH DAKOTA","46",1300,255000,1200,51000,20,0.3,4,14,3.5,1.5,10.4,8000,3,255000
"544",2019,"JUL THRU SEP","TENNESSEE","47",2200,14000,140,4500,32,0.2,11.5,9.1,23.3,1.5,51.4,2200,16,14000
"545",2019,"JUL THRU SEP","TEXAS","48",6500,133000,6500,11000,8,4.4,7.2,11.5,18.3,2.1,21.9,7000,5,126000
"546",2019,"JUL THRU SEP","UTAH","49",3500,29000,950,2800,10,5.5,0.6,0.2,4.9,4.6,29.4,1700,6,24000
"547",2019,"JUL THRU SEP","VERMONT","50",80,7000,10,120,2,0.7,0.5,0,4.3,0.1,22.2,490,7,7000
"548",2019,"JUL THRU SEP","VIRGINIA","51",350,9000,80,570,6,0.9,2.7,1.3,18.3,3.1,37.9,820,9,9000
"549",2019,"JUL THRU SEP","WASHINGTON","53",12000,97000,4500,21000,22,2.5,9.4,4.6,0.9,0.3,47.3,10000,10,85000
"550",2019,"JUL THRU SEP","WEST VIRGINIA","54",200,10000,290,1100,11,0.7,6.9,2.7,10.7,0.3,33.7,1100,11,10000
"551",2019,"JUL THRU SEP","WISCONSIN","55",2400,63000,820,6500,10,13.9,6.5,18.1,20.5,3.9,46.4,10000,16,63000
"552",2019,"JUL THRU SEP","WYOMING","56",2500,27000,1100,3000,11,3.3,6.3,2.2,0.4,2.5,45.7,3500,13,24000
"553",2019,"OCT THRU DEC","ALABAMA","01",240,6000,110,660,11,0.6,9,4.9,26.7,11.3,46.7,70,1,6000
"554",2019,"OCT THRU DEC","ARIZONA","04",300,36000,3400,7000,19,0.4,4,23.3,1.5,2.9,53.9,300,1,34000
"555",2019,"OCT THRU DEC","ARKANSAS","05",430,19500,560,1600,8,1.4,12.5,7.8,39.7,32.8,47.7,310,2,19000
"556",2019,"OCT THRU DEC","CALIFORNIA","06",160000,1300000,18500,136000,10,5.2,8,11.3,10.9,5,40.5,37000,3,7e+05
"557",2019,"OCT THRU DEC","COLORADO","08",1100,27000,1400,8000,30,0,2.6,15.3,1.5,0.8,67.7,440,2,27000
"558",2019,"OCT THRU DEC","CONNECTICUT","09",10,4000,10,300,8,2.4,1.7,0,11.1,1.6,22.2,50,1,3800
"559",2019,"OCT THRU DEC","FLORIDA","12",28000,3e+05,10000,30000,10,7.8,7.8,11.7,25.6,4.8,43.5,15000,5,270000
"560",2019,"OCT THRU DEC","GEORGIA","13",10500,131000,11000,20000,15,5.6,2.6,9.1,18.2,4.4,34.3,10500,8,119000
"561",2019,"OCT THRU DEC","HAWAII","15",300,17000,60,1300,8,0.2,0.1,1,61.8,0,44,50,NA,17000
"562",2019,"OCT THRU DEC","IDAHO","16",1800,196000,3300,15500,8,5.4,9.9,10.5,4.3,1.1,20.3,1000,1,111000
"563",2019,"OCT THRU DEC","ILLINOIS","17",1000,13000,380,1700,13,1.1,8.9,3.4,27.3,8.9,28.9,1500,12,13000
"564",2019,"OCT THRU DEC","INDIANA","18",160,17500,370,1300,7,2.6,1.6,6.7,15,0.6,20.7,180,1,17500
"565",2019,"OCT THRU DEC","IOWA","19",1500,32000,1600,7500,23,5.6,19.7,25.2,17.8,4.2,61,530,2,32000
"566",2019,"OCT THRU DEC","KANSAS","20",190,4900,130,650,13,11.9,0.4,43.4,15,14.4,65.8,460,9,4800
"567",2019,"OCT THRU DEC","KENTUCKY","21",190,8500,110,410,5,0.2,12,5.3,20.1,9.9,33,170,2,8500
"568",2019,"OCT THRU DEC","LOUISIANA","22",70,46000,810,2300,5,3.5,6.1,0.7,18.5,0.9,33,80,NA,41000
"569",2019,"OCT THRU DEC","MAINE","23",110,11500,100,770,7,0.1,0.3,2.5,0,0.2,20.5,40,NA,11500
"570",2019,"OCT THRU DEC","MARYLAND","24",390,8000,260,1100,14,1.8,0.3,0,4.5,5,12.6,420,5,6500
"571",2019,"OCT THRU DEC","MASSACHUSETTS","25",60,5000,410,1200,24,0.8,1.1,0,0.2,10.7,7.6,130,3,5000
