Column name as written in R Script,Full State name,State abbreviation,Survey Year,Season,"Method of tallying multi-states operations (included in all states, excluded from all states, exlusively multi-states)",Number of valid respondents,Bootstrap replication,Bootstrap method,Bootstrap estimate of the Total Loss (weigthed average),Boostrap-based 95% confidence interval(low) of the weighted average loss,Boostrap-based 95% confidence interval(high) of the weighted average loss,Bootstrap estimate of the Average Loss (unweigthed average),Boostrap-based 95% confidence interval(low) of the unweighted average loss,Boostrap-based 95% confidence interval(high) of the unweighted average loss,Total Loss (weigthed average),glm-based 95% confidence interval(low) of the weighted average loss,glm-based 95% confidence interval(high) of the weighted average loss,Average Loss (unweigthed average),standard deviation of operational losses,standard error of the unweithed average estimate,glm-based 95% confidence interval(low) of the unweighted average loss,glm-based 95% confidence interval(high) of the unweighted average loss,Total number of colonies at the start of the season,"Total number of colonies ""at risk"" (colonies at the start, new colonies added, without colonies sold or given away)",Total number of colonies lost during the season,Total number of colonies alive at the end of the season,Percentage of beekeepers exlusive to the state,Percentage of colonies exclusive to the state
MultiState,MultiStates,MSO,2021,Annual,MSO only,75,1000,n-out-of-n,45.97257524,33.5061081,59.60279634,47.46160538,40.8558098,53.97418757,46.44559246,41.59915171,51.3372735,47.31181178,28.57200551,3.299211015,40.84535819,53.77826537,73892,109948,51066,58882,0,0
TF_States_AL,Alabama,AL,2021,Summer,MSO only,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_AK,Alaska,AK,2021,Summer,MSO only,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_AZ,Arizona,AZ,2021,Summer,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],41,91,[R],[R],0,0
TF_States_AR,Arkansas,AR,2021,Summer,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],18,31,[R],[R],0,0
TF_States_CA,California,CA,2021,Summer,MSO only,33,1000,n-out-of-n,26.94961366,15.46402682,38.69992665,23.11524039,16.80547039,29.92074726,27.53733518,21.29703084,34.42605796,22.91490172,19.6074299,3.413215437,16.22499947,29.60480398,75674,106401,29300,77101,0,0
TF_States_CO,Colorado,CO,2021,Summer,MSO only,3,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],336,571,[R],[R],0,0
TF_States_CT,Connecticut,CT,2021,Summer,MSO only,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],7,13,[R],[R],0,0
TF_States_DC,District of Columbia,DC,2021,Summer,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],289,489,[R],[R],0,0
TF_States_DE,Delaware,DE,2021,Summer,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],675,870,[R],[R],0,0
TF_States_FL,Florida,FL,2021,Summer,MSO only,8,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],3560,6371,[R],[R],0,0
TF_States_GA,Georgia,GA,2021,Summer,MSO only,9,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],2896,4555,[R],[R],0,0
TF_States_ID,Idaho,ID,2021,Summer,MSO only,3,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],9545,11474,[R],[R],0,0
TF_States_IL,Illinois,IL,2021,Summer,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],289,489,[R],[R],0,0
TF_States_IN,Indiana,IN,2021,Summer,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],300,510,[R],[R],0,0
TF_States_IA,Iowa,IA,2021,Summer,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],3,7,[R],[R],0,0
TF_States_KS,Kansas,KS,2021,Summer,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],250,325,[R],[R],0,0
TF_States_KY,Kentucky,KY,2021,Summer,MSO only,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_LA,Louisiana,LA,2021,Summer,MSO only,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_ME,Maine,ME,2021,Summer,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],9,12,[R],[R],0,0
TF_States_MD,Maryland,MD,2021,Summer,MSO only,11,1000,n-out-of-n,24.2516161,4.397254847,40.42612957,27.81256904,14.89028213,41.23376623,27.16165414,20.20995471,34.95193161,27.55261979,25.00413723,7.539031035,12.77611897,42.32912062,803,1064,289,775,0,0
TF_States_MA,Massachusetts,MA,2021,Summer,MSO only,5,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],90,129,[R],[R],0,0
TF_States_MI,Michigan,MI,2021,Summer,MSO only,5,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],4155,5688,[R],[R],0,0
TF_States_MN,Minnesota,MN,2021,Summer,MSO only,8,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],8361,10701,[R],[R],0,0
TF_States_MS,Mississippi,MS,2021,Summer,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],3200,5600,[R],[R],0,0
TF_States_MO,Missouri,MO,2021,Summer,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],24,29,[R],[R],0,0
TF_States_MT,Montana,MT,2021,Summer,MSO only,3,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],16568,24198,[R],[R],0,0
TF_States_NE,Nebraska,NE,2021,Summer,MSO only,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_NV,Nevada,NV,2021,Summer,MSO only,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_NH,New Hampshire,NH,2021,Summer,MSO only,3,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],229,469,[R],[R],0,0
TF_States_NJ,New Jersey,NJ,2021,Summer,MSO only,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],17,25,[R],[R],0,0
TF_States_NM,New Mexico,NM,2021,Summer,MSO only,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_NY,New York,NY,2021,Summer,MSO only,4,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],430,654,[R],[R],0,0
TF_States_NC,North Carolina,NC,2021,Summer,MSO only,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],367,398,[R],[R],0,0
TF_States_ND,North Dakota,ND,2021,Summer,MSO only,7,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],18311,27691,[R],[R],0,0
TF_States_OH,Ohio,OH,2021,Summer,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],4,7,[R],[R],0,0
TF_States_OK,Oklahoma,OK,2021,Summer,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],5024,5026,[R],[R],0,0
TF_States_OR,Oregon,OR,2021,Summer,MSO only,8,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],17611,24722,[R],[R],0,0
TF_States_PA,Pennsylvania,PA,2021,Summer,MSO only,8,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],529,805,[R],[R],0,0
TF_States_RI,Rhode Island,RI,2021,Summer,MSO only,4,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],86,124,[R],[R],0,0
TF_States_SC,South Carolina,SC,2021,Summer,MSO only,3,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],15,31,[R],[R],0,0
TF_States_SD,South Dakota,SD,2021,Summer,MSO only,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],15900,23200,[R],[R],0,0
TF_States_TN,Tennessee,TN,2021,Summer,MSO only,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],7,9,[R],[R],0,0
TF_States_TX,Texas,TX,2021,Summer,MSO only,12,1000,n-out-of-n,40.32600243,22.19614883,50.77792961,34.5178209,21.61995075,47.46043495,42.79136374,33.43181493,52.5104353,34.13999373,23.78093213,6.864963783,20.68466471,47.59532274,30057,45390,19423,25967,0,0
TF_States_UT,Utah,UT,2021,Summer,MSO only,4,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],1794,3507,[R],[R],0,0
TF_States_VT,Vermont,VT,2021,Summer,MSO only,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],222,458,[R],[R],0,0
TF_States_VA,Virginia,VA,2021,Summer,MSO only,5,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],375,417,[R],[R],0,0
TF_States_WA,Washington,WA,2021,Summer,MSO only,7,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],8788,10805,[R],[R],0,0
TF_States_WV,West Virginia,WV,2021,Summer,MSO only,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],755,990,[R],[R],0,0
TF_States_WI,Wisconsin,WI,2021,Summer,MSO only,6,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],4927,6668,[R],[R],0,0
TF_States_WY,Wyoming,WY,2021,Summer,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],4,5,[R],[R],0,0
TF_States_NCUSA,Non Continental USA,NCUSA,2021,Summer,MSO only,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
MultiState,MultiStates,MSO,2021,Summer,MSO only,78,1000,n-out-of-n,27.34605939,15.91137136,39.0581819,23.04982716,18.04862396,28.07433359,27.84335852,23.73390007,32.21757686,23.07809955,21.93971696,2.484183765,18.20909937,27.94709973,79910,113431,31583,81848,0,0
TF_States_AL,Alabama,AL,2021,Winter,MSO only,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_AK,Alaska,AK,2021,Winter,MSO only,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_AZ,Arizona,AZ,2021,Winter,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],51,61,[R],[R],0,0
TF_States_AR,Arkansas,AR,2021,Winter,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],19,19,[R],[R],0,0
TF_States_CA,California,CA,2021,Winter,MSO only,39,1000,n-out-of-n,33.44219457,25.02313668,41.0313844,32.41535921,26.68827317,39.04461433,33.70749543,28.25716579,39.46370476,32.31518857,20.47526561,3.278666481,25.88900227,38.74137487,97955,109400,36876,72524,0,0
TF_States_CO,Colorado,CO,2021,Winter,MSO only,3,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],320,318,[R],[R],0,0
TF_States_CT,Connecticut,CT,2021,Winter,MSO only,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],10,10,[R],[R],0,0
TF_States_DC,District of Columbia,DC,2021,Winter,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],250,250,[R],[R],0,0
TF_States_DE,Delaware,DE,2021,Winter,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],605,895,[R],[R],0,0
TF_States_FL,Florida,FL,2021,Winter,MSO only,10,1000,n-out-of-n,42.66716097,35.42654421,47.16009753,35.46682417,21.94082315,48.05810408,43.11977716,39.2473084,47.04922137,35.4964112,22.03889892,6.969311772,21.83656013,49.15626228,5963,7180,3096,4084,0,0
TF_States_GA,Georgia,GA,2021,Winter,MSO only,9,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],3837,3997,[R],[R],0,0
TF_States_ID,Idaho,ID,2021,Winter,MSO only,3,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],10119,10919,[R],[R],0,0
TF_States_IL,Illinois,IL,2021,Winter,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],250,250,[R],[R],0,0
TF_States_IN,Indiana,IN,2021,Winter,MSO only,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],509,535,[R],[R],0,0
TF_States_IA,Iowa,IA,2021,Winter,MSO only,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],21,37,[R],[R],0,0
TF_States_KS,Kansas,KS,2021,Winter,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],137,137,[R],[R],0,0
TF_States_KY,Kentucky,KY,2021,Winter,MSO only,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_LA,Louisiana,LA,2021,Winter,MSO only,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_ME,Maine,ME,2021,Winter,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],9,9,[R],[R],0,0
TF_States_MD,Maryland,MD,2021,Winter,MSO only,12,1000,n-out-of-n,41.21026544,21.59035205,47.90658683,41.49039129,26.82398372,57.52614421,43.25044405,37.96219074,48.64339864,41.59632362,29.29531777,8.4568298,25.02093721,58.17171003,825,1126,487,639,0,0
TF_States_MA,Massachusetts,MA,2021,Winter,MSO only,6,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],125,135,[R],[R],0,0
TF_States_MI,Michigan,MI,2021,Winter,MSO only,6,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],7100,9766,[R],[R],0,0
TF_States_MN,Minnesota,MN,2021,Winter,MSO only,8,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],9282,10722,[R],[R],0,0
TF_States_MS,Mississippi,MS,2021,Winter,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],4800,4550,[R],[R],0,0
TF_States_MO,Missouri,MO,2021,Winter,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],27,25,[R],[R],0,0
TF_States_MT,Montana,MT,2021,Winter,MSO only,4,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],11555,11555,[R],[R],0,0
TF_States_NE,Nebraska,NE,2021,Winter,MSO only,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_NV,Nevada,NV,2021,Winter,MSO only,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_NH,New Hampshire,NH,2021,Winter,MSO only,3,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],460,460,[R],[R],0,0
TF_States_NJ,New Jersey,NJ,2021,Winter,MSO only,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],22,22,[R],[R],0,0
TF_States_NM,New Mexico,NM,2021,Winter,MSO only,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_NY,New York,NY,2021,Winter,MSO only,6,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],1288,1288,[R],[R],0,0
TF_States_NC,North Carolina,NC,2021,Winter,MSO only,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],366,427,[R],[R],0,0
TF_States_ND,North Dakota,ND,2021,Winter,MSO only,9,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],37952,42478,[R],[R],0,0
TF_States_OH,Ohio,OH,2021,Winter,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],7,7,[R],[R],0,0
TF_States_OK,Oklahoma,OK,2021,Winter,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],3903,3903,[R],[R],0,0
TF_States_OR,Oregon,OR,2021,Winter,MSO only,10,1000,n-out-of-n,28.62828344,13.80753099,41.81843907,28.30156884,18.4072005,36.42277778,27.90534794,20.6285982,36.0562717,28.27386716,15.86381927,5.016580127,18.44137011,38.10636421,19015,19989,5578,14411,0,0
TF_States_PA,Pennsylvania,PA,2021,Winter,MSO only,13,1000,n-out-of-n,35.40440723,23.35742307,43.60618176,32.45959566,17.04035174,49.39669625,35.94976452,28.35555301,44.04671858,32.15538023,29.66578291,8.2278078,16.02887694,48.28188352,626,637,229,408,0,0
TF_States_RI,Rhode Island,RI,2021,Winter,MSO only,5,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],117,127,[R],[R],0,0
TF_States_SC,South Carolina,SC,2021,Winter,MSO only,3,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],369,368,[R],[R],0,0
TF_States_SD,South Dakota,SD,2021,Winter,MSO only,3,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],28650,33258,[R],[R],0,0
TF_States_TN,Tennessee,TN,2021,Winter,MSO only,3,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],17,26,[R],[R],0,0
TF_States_TX,Texas,TX,2021,Winter,MSO only,13,1000,n-out-of-n,37.04501699,16.64017819,53.29101662,37.60716647,24.30287847,51.34916181,38.38198338,25.78019865,52.13654393,37.51974166,25.51356196,7.076188914,23.65041139,51.38907193,28567,31038,11913,19125,0,0
TF_States_UT,Utah,UT,2021,Winter,MSO only,4,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],3265,3905,[R],[R],0,0
TF_States_VT,Vermont,VT,2021,Winter,MSO only,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],455,455,[R],[R],0,0
TF_States_VA,Virginia,VA,2021,Winter,MSO only,4,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],360,416,[R],[R],0,0
TF_States_WA,Washington,WA,2021,Winter,MSO only,8,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],28334,32495,[R],[R],0,0
TF_States_WV,West Virginia,WV,2021,Winter,MSO only,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],725,1015,[R],[R],0,0
TF_States_WI,Wisconsin,WI,2021,Winter,MSO only,7,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],5485,5485,[R],[R],0,0
TF_States_WY,Wyoming,WY,2021,Winter,MSO only,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],23,23,[R],[R],0,0
TF_States_NCUSA,Non Continental USA,NCUSA,2021,Winter,MSO only,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
MultiState,MultiStates,MSO,2021,Winter,MSO only,91,1000,n-out-of-n,34.12836497,25.71631247,42.1273158,37.7692724,32.16481347,43.80273526,34.08009276,30.45512111,37.83372182,37.63244858,28.80031096,3.019092927,31.71502644,43.54987072,103723,115566,39385,76181,0,0
TF_States_AL,Alabama,AL,2022,Annual,MSO only,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_AK,Alaska,AK,2022,Annual,MSO only,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_AZ,Arizona,AZ,2022,Annual,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],4500,6442,[R],[R],0,0
TF_States_AR,Arkansas,AR,2022,Annual,MSO only,1,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],4,24,[R],[R],0,0
TF_States_CA,California,CA,2022,Annual,MSO only,29,1000,n-out-of-n,36.62749126,27.84904058,46.07678479,35.7713122,29.30249221,42.49026539,36.75285443,30.81764319,42.96916763,35.81139297,18.31153775,3.400367194,29.14667327,42.47611267,123975,201266,73971,127295,0,0
TF_States_CO,Colorado,CO,2022,Annual,MSO only,3,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],65,102,[R],[R],0,0
TF_States_CT,Connecticut,CT,2022,Annual,MSO only,0,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
TF_States_DC,District of Columbia,DC,2022,Annual,MSO only,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],14,24,[R],[R],0,0
TF_States_DE,Delaware,DE,2022,Annual,MSO only,3,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],688,1185,[R],[R],0,0
TF_States_FL,Florida,FL,2022,Annual,MSO only,3,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],367,868,[R],[R],0,0
TF_States_GA,Georgia,GA,2022,Annual,MSO only,3,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],4343,14769,[R],[R],0,0
TF_States_ID,Idaho,ID,2022,Annual,MSO only,10,1000,n-out-of-n,32.19827641,18.99575559,48.18438391,34.72411585,22.85446695,48.46567711,32.8561593,21.65270112,45.55434786,34.40181583,22.61047746,7.150060776,20.38769671,48.41593496,64930,111839,36746,75093,0,0
TF_States_IL,Illinois,IL,2022,Annual,MSO only,3,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],23,38,[R],[R],0,0
TF_States_IN,Indiana,IN,2022,Annual,MSO only,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],27,53,[R],[R],0,0
TF_States_IA,Iowa,IA,2022,Annual,MSO only,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],10,19,[R],[R],0,0
TF_States_KS,Kansas,KS,2022,Annual,MSO only,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],7,18,[R],[R],0,0
TF_States_KY,Kentucky,KY,2022,Annual,MSO only,2,1000,n-out-of-n,NULL,NULL,NULL,NULL,NULL,NULL,[R],[R],[R],[R],[R],[R],[R],[R],16,24,[R],[R],0,0
