"year","months","state","colony_n","colony_max","colony_lost","colony_lost_pct","colony_added","colony_reno","colony_reno_pct","Varroa.mites","Other.pests.parasites","Disesases","Pesticides","Other","Unknown"
2018,"January-March","New York",26000,26000,3700,14,400,170,1,6578,3094,364,494,2080,1560
2018,"January-March","North Carolina",18500,18500,4200,23,2400,260,1,5494.5,1887,55.5,55.5,2479,1480
2018,"January-March","North Dakota",64000,99000,3200,3,2600,10,0,1386,99,1188,0,891,0
2018,"January-March","Ohio",12000,14000,4000,29,300,580,4,5544,1400,910,448,2212,1624
2018,"January-March","Oklahoma",17000,18000,3700,21,890,240,1,4338,1530,576,18,558,360
2018,"January-March","Oregon",81000,89000,4100,5,17000,3900,4,32040,623,1068,5963,3293,890
2018,"January-March","Pennsylvania",14500,14500,1500,10,1600,670,5,4988,812,478.5,1348.5,855.5,1435.5
2018,"January-March","South Carolina",13500,14500,1800,12,1900,2800,19,4248.5,2247.5,101.5,377,1957.5,435
2018,"January-March","South Dakota",23000,29000,390,1,250,90,0,1276,29,0,0,145,29
2018,"January-March","Tennessee",10000,10000,3000,30,600,470,5,2920,2040,230,300,1320,1970
2018,"January-March","Texas",205000,290000,22000,8,118000,42000,14,62350,29290,13920,580,4930,29870
2018,"January-March","Utah",7500,17000,620,4,490,50,0,3179,0,17,0,17,85
2018,"January-March","Vermont",5500,5500,570,10,20,0,0,935,66,16.5,33,110,44
2018,"January-March","Virginia",7000,7000,2100,30,540,160,2,1820,791,21,273,539,1141
2018,"January-March","Washington",44000,89000,4600,5,7000,860,1,7565,801,890,1691,356,356
2018,"January-March","West Virginia",4700,8500,2000,24,330,60,1,1275,680,170,289,1768,416.5
2018,"January-March","Wisconsin",21000,29000,4600,16,2800,1560,5,4089,1073,348,435,1044,1073
2018,"January-March","Wyoming",5500,8000,220,3,70,0,0,72,32,8,0,168,80
2018,"January-March","Other States",3720,6520,1870,29,160,40,1,1447.44,32.6,13.04,0,130.4,78.24
2018,"April-June","Alabama",7500,8500,810,10,1300,710,8,2006,2167.5,102,1113.5,977.5,178.5
2018,"April-June","Arizona",18500,19500,2600,13,12000,2100,11,9516,1423.5,6474,156,2827.5,721.5
2018,"April-June","Arkansas",11500,11500,1500,13,14000,1900,17,4082.5,1840,103.5,322,1311,1909
2018,"April-June","California",1140000,1190000,70000,6,176000,254000,21,498610,121380,133280,164220,108290,60690
2018,"April-June","Colorado",16500,26000,2300,9,9500,4570,18,11128,0,3406,962,1118,104
2018,"April-June","Connecticut",3600,3600,120,3,340,170,5,399.6,32.4,14.4,28.8,28.8,14.4
2018,"April-June","Florida",270000,280000,48000,17,54000,69000,25,126000,77280,27160,43680,28280,59080
2018,"April-June","Georgia",134000,134000,16000,12,34000,16000,12,71020,34304,18626,19832,42344,12864
2018,"April-June","Hawaii",14500,14500,280,2,300,3100,21,8671,9280,72.5,0,29,29
2018,"April-June","Idaho",60000,95000,4800,5,17000,29000,31,48260,3800,3040,17100,3800,3895
2018,"April-June","Illinois",10000,10500,2100,20,4700,2800,27,1449,829.5,703.5,693,1039.5,252
2018,"April-June","Indiana",8000,9000,1800,20,4000,730,8,7101,315,36,405,117,99
2018,"April-June","Iowa",45000,47000,4300,9,15500,4800,10,5969,4371,423,3713,3948,141
2018,"April-June","Kansas",3900,3900,170,4,1800,2100,54,1669.2,1232.4,50.7,971.1,81.9,62.4
2018,"April-June","Kentucky",4800,6000,450,8,1400,560,9,2124,1308,36,66,222,378
2018,"April-June","Louisiana",48000,48000,970,2,7000,4000,8,3888,2832,96,384,576,624
2018,"April-June","Maine",2200,17000,1100,6,430,880,5,323,187,34,306,102,17
2018,"April-June","Maryland",7000,8000,370,5,2400,1200,15,944,272,64,24,352,32
2018,"April-June","Massachusetts",3600,7500,260,3,910,350,5,472.5,82.5,75,112.5,150,157.5
2018,"April-June","Michigan",36000,69000,6000,9,18000,8000,12,45333,11523,7590,8004,8901,6900
2018,"April-June","Minnesota",69000,108000,6500,6,46000,24000,22,13176,9180,7236,6048,8424,23436
2018,"April-June","Mississippi",53000,54000,5000,9,3900,6500,12,23976,13014,0,108,2754,1134
2018,"April-June","Missouri",7000,7000,390,6,1800,800,11,826,924,56,105,581,182
2018,"April-June","Montana",50000,171000,4800,3,26000,20000,12,70623,7353,4788,2223,1710,1368
2018,"April-June","Nebraska",10500,40000,2700,7,3100,700,2,1560,160,160,1280,3000,1600
2018,"April-June","New Jersey",4400,15000,270,2,1200,170,1,2475,495,0,15,510,15
2018,"April-June","New Mexico",1900,4300,50,1,290,450,10,12.9,4.3,12.9,0,8.6,43
2018,"April-June","New York",20000,36000,3300,9,8000,2300,6,14688,7308,5544,2160,6228,1296
2018,"April-June","North Carolina",16000,17500,1200,7,3600,800,5,1697.5,455,87.5,420,2555,140
2018,"April-June","North Dakota",72000,430000,11000,3,30000,46000,11,106210,32250,20640,20210,16770,18490
2018,"April-June","Ohio",11000,13000,1100,8,9000,1800,14,5044,4004,221,351,2821,208
2018,"April-June","Oklahoma",15500,15500,1600,10,9000,6500,42,9331,1689.5,1488,4138.5,1922,15.5
2018,"April-June","Oregon",41000,106000,3400,3,23000,24000,23,48654,3710,8586,6996,16430,212
2018,"April-June","Pennsylvania",15500,19500,1100,6,6000,1600,8,6103.5,3159,429,409.5,312,370.5
2018,"April-June","South Carolina",14000,14000,1300,9,2400,4000,29,2002,476,98,224,1372,406
2018,"April-June","South Dakota",10500,161000,12000,7,21000,65000,40,85813,67942,12397,6440,63434,0
2018,"April-June","Tennessee",8000,8000,1200,15,3200,1300,16,2400,1832,240,272,496,200
2018,"April-June","Texas",305000,310000,31000,10,1e+05,69000,22,80600,53940,24490,13640,25730,44330
2018,"April-June","Utah",14500,26000,1700,7,10000,4100,16,11310,962,520,442,364,494
2018,"April-June","Vermont",5500,6500,520,8,2600,140,2,1417,97.5,45.5,1085.5,117,6.5
2018,"April-June","Virginia",5000,5500,490,9,2400,700,13,1265,1045,176,66,1281.5,82.5
2018,"April-June","Washington",55000,122000,6500,5,19000,18900,15,68198,11468,9272,9272,8662,732
2018,"April-June","West Virginia",7000,7000,490,7,2100,550,8,966,525,63,203,952,553
2018,"April-June","Wisconsin",24000,50000,6000,12,12500,6600,13,16400,8100,8900,13300,14550,450
2018,"April-June","Wyoming",8500,22000,2200,10,3100,2300,10,2420,22,528,506,638,924
2018,"April-June","Other States",4260,7660,260,3,1880,930,12,1509.02,68.94,76.6,0,298.74,22.98
2018,"July-September","Alabama",8500,8500,1700,20,1600,1300,15,6587.5,5899,59.5,1241,663,578
2018,"July-September","Arizona",31000,31000,8000,26,3200,3100,10,16275,713,1395,1178,4650,8556
2018,"July-September","Arkansas",29000,29000,2300,8,2600,840,3,8671,2262,29,5104,145,174
2018,"July-September","California",590000,7e+05,73000,10,63000,141000,20,401100,46200,31500,124600,84000,25200
2018,"July-September","Colorado",34000,35000,5000,14,1500,5000,14,25410,5810,1960,1015,2975,1575
2018,"July-September","Connecticut",3200,3200,130,4,80,310,10,416,0,0,44.8,80,38.4
2018,"July-September","Florida",197000,220000,30000,14,53000,40000,18,77000,45100,9240,16720,31460,21560
2018,"July-September","Georgia",134000,138000,17000,12,27000,33000,24,68724,28152,3312,38226,8280,9936
2018,"July-September","Hawaii",16500,16500,1800,11,1700,3000,18,14569.5,14751,16.5,16.5,16.5,0
2018,"July-September","Idaho",82000,101000,14000,14,15000,21000,21,84436,5454,14746,26765,13938,5757
2018,"July-September","Illinois",11000,11000,660,6,700,420,4,2332,1166,231,561,165,770
2018,"July-September","Indiana",11500,11500,990,9,520,1200,10,3392.5,1403,161,2369,575,57.5
2018,"July-September","Iowa",56000,57000,3600,6,1200,990,2,17043,5586,4845,228,1083,228
2018,"July-September","Kansas",6000,6000,950,16,300,180,3,4608,3066,396,480,1422,474
2018,"July-September","Kentucky",6500,7000,840,12,300,660,9,3297,1855,112,105,315,532
2018,"July-September","Louisiana",53000,53000,1900,4,1600,2300,4,16589,15847,106,901,530,848
2018,"July-September","Maine",12500,12500,890,7,60,170,1,4625,125,137.5,0,437.5,62.5
2018,"July-September","Maryland",7500,7500,360,5,580,680,9,877.5,450,22.5,45,82.5,285
2018,"July-September","Massachusetts",8000,10000,2200,22,850,730,7,7590,1120,1070,1010,110,1030
2018,"July-September","Michigan",88000,88000,8000,9,3000,22000,25,81312,12144,968,20944,17160,16368
2018,"July-September","Minnesota",121000,127000,29000,23,1600,6500,5,56515,15748,7620,36068,11811,10287
2018,"July-September","Mississippi",16500,16500,2900,18,110,650,4,4158,1419,0,82.5,1237.5,1188
2018,"July-September","Missouri",10000,10000,540,5,260,410,4,1820,1690,120,120,750,110
2018,"July-September","Montana",145000,153000,18500,12,3100,22000,14,67014,28305,27540,10404,33354,4131
2018,"July-September","Nebraska",52000,54000,6500,12,8500,5000,9,13014,1728,3186,3510,2322,2160
2018,"July-September","New Jersey",14000,14000,320,2,250,220,2,1722,714,28,14,140,56
2018,"July-September","New Mexico",6000,7000,1200,17,3800,1000,14,0,0,0,861,28,14
2018,"July-September","New York",55000,56000,3900,7,3600,3700,7,22792,11536,10416,13664,12824,5712
2018,"July-September","North Carolina",18000,18000,2200,12,2600,2000,11,11880,3222,2052,1512,2052,558
2018,"July-September","North Dakota",455000,490000,59000,12,23000,14500,3,257740,56350,47040,50960,53410,5880
2018,"July-September","Ohio",16000,16000,1300,8,1300,2100,13,9424,6544,416,208,1904,192
2018,"July-September","Oklahoma",2100,2100,370,18,20,10,0,1251.6,1073.1,2.1,493.5,361.2,491.4
2018,"July-September","Oregon",116000,117000,13000,11,3000,49000,42,66924,3276,8190,52767,12519,936
2018,"July-September","Pennsylvania",20000,21000,860,4,2900,2300,11,4935,1701,399,336,357,546
2018,"July-September","South Carolina",9500,11500,1400,12,670,1100,10,8832,6141,80.5,3726,874,103.5
2018,"July-September","South Dakota",168000,197000,22000,11,8000,6500,3,107759,64813,6501,16745,88650,3152
2018,"July-September","Tennessee",9000,9000,900,10,540,1000,11,6354,4788,63,1188,504,189
2018,"July-September","Texas",112000,124000,7500,6,7500,9500,8,23312,5456,496,7688,3472,1116
2018,"July-September","Utah",30000,30000,4400,15,970,1400,5,10200,4650,30,60,300,210
2018,"July-September","Vermont",7000,7000,90,1,1200,80,1,2051,343,301,1687,21,0
2018,"July-September","Virginia",7500,7500,610,8,1000,990,13,2925,2137.5,195,577.5,870,127.5
2018,"July-September","Washington",76000,84000,12000,14,7000,3600,4,5964,504,504,2268,8316,2352
2018,"July-September","West Virginia",7500,8000,520,7,170,1200,15,4560,4208,24,24,544,168
2018,"July-September","Wisconsin",61000,69000,10000,14,2400,3800,6,37536,22563,1794,13455,4209,2967
2018,"July-September","Wyoming",33000,34000,3900,11,1800,3900,11,12036,952,748,3060,1122,1360
2018,"July-September","Other States",6490,9990,890,9,480,440,4,2277.72,239.76,129.87,289.71,489.51,69.93
2018,"October-December","Alabama",6500,6500,830,13,210,1300,20,1339,1332.5,84.5,97.5,221,487.5
2018,"October-December","Arizona",26000,27000,5000,19,2200,330,1,5562,2241,837,0,1917,810
2018,"October-December","Arkansas",30000,31000,6000,19,110,230,1,25668,2201,0,22785,1643,682
2018,"October-December","California",680000,1200000,170000,14,86000,46000,4,529200,199200,117600,139200,111600,85200
2018,"October-December","Colorado",30000,30000,3500,12,370,10,0,21960,1770,300,0,1830,360
2018,"October-December","Connecticut",3500,3500,220,6,0,60,2,437.5,126,80.5,31.5,147,80.5
2018,"October-December","Florida",240000,290000,43000,15,53000,20000,7,135430,64960,26100,40890,23200,19430
2018,"October-December","Georgia",148000,164000,19500,12,6500,49000,30,67896,28536,15088,11316,9184,12792
2018,"October-December","Hawaii",16000,16000,940,6,1700,6000,38,11280,13328,0,0,16,0
2018,"October-December","Idaho",99000,159000,15000,9,9000,910,1,103191,75366,15264,25281,11130,7155
2018,"October-December","Illinois",12000,12000,1400,12,600,350,3,3264,1572,288,336,828,684
2018,"October-December","Indiana",9000,9000,3300,37,40,1200,13,4617,1917,2142,5814,3186,207
2018,"October-December","Iowa",21000,21000,4200,20,630,80,0,11571,5712,1869,6636,6174,1176
2018,"October-December","Kansas",5500,5500,1000,18,420,10,0,3410,1721.5,1430,2403.5,88,1452
2018,"October-December","Kentucky",7000,7000,2000,29,60,430,6,3997,2933,84,476,385,301
2018,"October-December","Louisiana",50000,52000,2600,5,130,200,0,8632,3484,156,3068,520,884
2018,"October-December","Maine",12000,12000,1400,12,210,880,7,1116,612,0,0,144,12
2018,"October-December","Maryland",7000,9000,690,8,60,90,1,1494,477,27,108,441,153
2018,"October-December","Massachusetts",4900,4900,650,13,110,320,7,1626.8,450.8,396.9,460.6,166.6,259.7
2018,"October-December","Michigan",77000,77000,6000,8,3900,1800,2,40040,24024,12012,11627,1848,5082
2018,"October-December","Minnesota",84000,86000,11500,13,2500,590,1,24424,4472,3612,6794,3268,2064
2018,"October-December","Mississippi",14500,25000,2000,8,330,50,0,6625,1675,50,125,750,1125
2018,"October-December","Missouri",10000,10000,880,9,170,150,2,3700,1000,110,230,190,410
2018,"October-December","Montana",98000,102000,5500,5,3100,500,0,41514,13260,5712,17850,2958,0
2018,"October-December","Nebraska",45000,45000,5000,11,7000,840,2,1350,315,315,135,1305,450
2018,"October-December","New Jersey",15500,15500,1300,8,30,80,1,2170,496,15.5,0,837,46.5
2018,"October-December","New Mexico",8000,8000,3000,38,50,0,0,6504,64,296,8,640,96
2018,"October-December","New York",53000,53000,4400,8,1000,1500,3,13780,2385,4134,1272,4134,371
2018,"October-December","North Carolina",16000,16000,2700,17,250,300,2,8480,1664,608,320,1776,832
2018,"October-December","North Dakota",430000,435000,29000,7,7500,1500,0,128325,40890,35235,46110,18705,20010
2018,"October-December","Ohio",15500,15500,2100,14,170,450,3,4541.5,899,15.5,1255.5,372,1534.5
2018,"October-December","Oklahoma",2200,57000,2500,4,60,20,0,7467,228,0,0,0,171
2018,"October-December","Oregon",89000,101000,13000,13,10500,12000,12,44541,4646,16160,14948,909,202
2018,"October-December","Pennsylvania",21000,21000,4000,19,270,1500,7,5649,2247,1407,2730,1638,1134
2018,"October-December","South Carolina",10000,12500,1500,12,770,790,6,4025,2012.5,37.5,175,162.5,687.5
2018,"October-December","South Dakota",140000,140000,21000,15,2000,430,0,17920,1820,9800,2240,2940,3500
2018,"October-December","Tennessee",8000,8500,1900,22,30,370,4,4233,1768,161.5,969,773.5,433.5
2018,"October-December","Texas",116000,260000,17000,7,11000,70,0,48360,48100,14300,7800,16120,9620
2018,"October-December","Utah",27000,27000,3400,13,180,400,1,12960,2646,1485,2160,1755,1323
2018,"October-December","Vermont",6500,6500,170,3,10,20,0,403,84.5,0,0,52,45.5
2018,"October-December","Virginia",7000,7000,1100,16,80,1300,19,3997,2688,847,917,406,196
2018,"October-December","Washington",75000,81000,11000,14,5500,1400,2,27945,405,9477,3969,2673,1053
2018,"October-December","West Virginia",7000,7000,1200,17,50,70,1,2065,1064,42,504,294,476
2018,"October-December","Wisconsin",48000,48000,8500,18,1600,530,1,14352,13584,720,11760,3648,2496
2018,"October-December","Wyoming",30000,32000,2700,8,220,0,0,14048,2528,832,2176,320,448
2018,"October-December","Other States",8370,8670,1150,13,20,500,6,1101.09,17.34,17.34,468.18,130.05,468.18
2019,"January-March","Alabama",5500,5500,650,12,800,200,4,1496,1248.5,99,16.5,170.5,495
2019,"January-March","Arizona",22000,22000,2500,11,430,90,0,5676,1738,1430,3564,1848,44
2019,"January-March","Arkansas",28000,28000,6500,23,20,20,0,5460,420,924,15484,196,812
2019,"January-March","California",1140000,1580000,235000,15,83000,86000,5,687300,211720,101120,194340,137460,88480
2019,"January-March","Colorado",5000,7500,320,4,0,0,0,840,22.5,0,0,187.5,45
2019,"January-March","Connecticut",3100,3100,270,9,170,10,0,313.1,40.3,0,0,111.6,52.7
2019,"January-March","Florida",3e+05,315000,46000,15,41000,16500,5,147735,78120,17325,72135,23310,17325
2019,"January-March","Georgia",120000,129000,14500,11,19500,8000,6,89784,22962,9546,12384,13674,6321
2019,"January-March","Hawaii",16500,16500,390,2,660,3700,22,11896.5,10708.5,16.5,115.5,478.5,0
2019,"January-March","Idaho",132000,145000,12500,9,4600,1100,1,35525,11600,11600,13340,12470,0
2019,"January-March","Illinois",9000,9000,2300,26,210,80,1,2997,1323,279,63,1395,909
2019,"January-March","Indiana",6000,6000,710,12,440,280,5,936,528,156,330,426,102
2019,"January-March","Iowa",7500,11500,1600,14,170,140,1,4002,195.5,69,34.5,885.5,402.5
2019,"January-March","Kansas",4500,4500,1500,33,370,110,2,4590,351,112.5,549,972,180
2019,"January-March","Kentucky",3700,4400,890,20,60,30,1,950.4,567.6,4.4,233.2,470.8,202.4
2019,"January-March","Louisiana",49000,51000,3500,7,9000,16000,31,29478,663,51,153,510,357
2019,"January-March","Maine",7000,7000,470,7,10,30,0,161,7,0,0,98,56
2019,"January-March","Maryland",8000,8000,2300,29,30,10,0,1008,408,16,0,808,192
2019,"January-March","Massachusetts",3800,3800,680,18,60,20,1,391.4,0,0,163.4,239.4,34.2
2019,"January-March","Michigan",24000,33000,6500,20,0,0,0,6006,1914,495,66,4026,231
2019,"January-March","Minnesota",17000,43000,2200,5,80,470,1,559,86,817,0,860,344
2019,"January-March","Mississippi",26000,29000,2400,8,3800,1700,6,4234,20590,18792,14036,551,1595
2019,"January-March","Missouri",8500,8500,1100,13,80,60,1,459,195.5,161.5,42.5,459,272
2019,"January-March","Montana",37000,68000,3500,5,1700,1900,3,10268,0,0,544,544,748
2019,"January-March","Nebraska",13500,16500,2500,15,0,0,0,5329.5,214.5,5280,132,363,16.5
2019,"January-March","New Jersey",6000,6000,310,5,130,60,1,918,264,0,0,210,36
2019,"January-March","New Mexico",4800,4800,170,4,0,0,0,168,52.8,28.8,0,67.2,14.4
2019,"January-March","New York",24000,24000,3400,14,110,80,0,2544,600,408,408,1848,2160
2019,"January-March","North Carolina",10500,14500,1700,12,750,890,6,2378,290,29,101.5,319,493
2019,"January-March","North Dakota",92000,102000,1100,1,0,1300,1,7038,0,0,6630,408,1326
2019,"January-March","Ohio",10500,12500,3500,28,1700,440,4,6162.5,1237.5,1387.5,137.5,837.5,387.5
2019,"January-March","Oklahoma",21000,55000,50,0,20,0,0,4235,165,0,0,0,0
2019,"January-March","Oregon",89000,95000,7500,8,8000,1800,2,17100,95,190,190,2565,475
2019,"January-March","Pennsylvania",15000,15000,2900,19,370,320,2,2295,690,555,600,1125,1425
2019,"January-March","South Carolina",12000,13000,690,5,2000,340,3,2405,1885,0,221,1612,130
2019,"January-March","South Dakota",18500,18500,1100,6,0,0,0,148,0,0,462.5,148,407
2019,"January-March","Tennessee",6000,7000,1500,21,240,320,5,4396,1652,357,63,539,497
2019,"January-March","Texas",260000,330000,17000,5,61000,35000,11,86130,21450,17490,27390,22770,9900
2019,"January-March","Utah",8500,11000,1800,16,900,0,0,2519,0,11,0,33,968
2019,"January-March","Vermont",6500,6500,260,4,50,0,0,403,6.5,156,0,13,78
2019,"January-March","Virginia",5500,5500,1100,20,80,110,2,913,704,44,16.5,214.5,511.5
2019,"January-March","Washington",51000,75000,7000,9,5500,2200,3,16725,600,450,225,600,150
2019,"January-March","West Virginia",5000,7000,1300,19,20,60,1,721,224,77,14,350,91
2019,"January-March","Wisconsin",16500,17000,3700,22,580,100,1,2703,544,119,187,2346,850
2019,"January-March","Wyoming",6500,9500,250,3,0,0,0,66.5,0,9.5,0,47.5,218.5
2019,"January-March","Other States",6070,6070,590,10,70,30,0,418.83,109.26,18.21,0,127.47,97.12
2019,"April-June","Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"July-September","Alabama",7000,7000,990,14,160,330,5,2142,1722,203,14,679,448
2019,"July-September","Arizona",26000,30000,2000,7,5500,3800,13,8700,2970,810,3420,3960,180
2019,"July-September","Arkansas",20000,21000,2100,10,170,680,3,11172,4137,1428,10605,1449,8253
2019,"July-September","California",650000,7e+05,93000,13,87000,108000,15,343000,80500,60900,112000,77700,22400
2019,"July-September","Colorado",33000,36000,9500,26,2200,3400,9,28728,4500,1728,3672,3384,360
2019,"July-September","Connecticut",4400,4400,200,5,70,470,11,1069.2,303.6,105.6,0,171.6,22
2019,"July-September","Florida",210000,240000,20000,8,46000,33000,14,107760,49680,15120,43680,28080,25920
2019,"July-September","Georgia",116000,118000,13000,11,12000,36000,31,61950,21948,1888,30444,20178,5428
2019,"July-September","Hawaii",17000,17000,200,1,200,6000,35,6324,6630,51,0,221,34
2019,"July-September","Idaho",95000,111000,10500,9,8500,12500,11,66489,17094,24087,10989,20535,888
2019,"July-September","Illinois",13500,13500,940,7,460,1300,10,4846.5,1120.5,94.5,337.5,742.5,1552.5
2019,"July-September","Indiana",14000,16000,1000,6,2200,1500,9,8912,2432,480,3696,3072,224
2019,"July-September","Iowa",30000,33000,3400,10,2000,4800,15,13002,2343,1914,8679,9174,1188
2019,"July-September","Kansas",7500,7500,1900,25,190,400,5,5062.5,2535,1635,1792.5,90,37.5
2019,"July-September","Kentucky",8000,8500,850,10,700,430,5,2482,1496,34,442,671.5,731
2019,"July-September","Louisiana",42000,44000,4100,9,4400,13000,30,29524,29392,176,25080,1100,1188
2019,"July-September","Maine",11500,12000,1100,9,460,3500,29,1212,84,12,0,24,12
2019,"July-September","Maryland",7500,7500,790,11,720,1200,16,2002.5,202.5,0,22.5,382.5,105
2019,"July-September","Massachusetts",13500,13500,1100,8,800,560,4,1755,391.5,27,0,94.5,985.5
2019,"July-September","Michigan",94000,99000,11000,11,3000,3300,3,42273,16236,8613,7227,2079,1485
2019,"July-September","Minnesota",126000,129000,21000,16,5000,2100,2,70821,10578,5160,17286,8514,2709
2019,"July-September","Mississippi",23000,23000,2900,13,550,850,4,13593,10488,552,5842,920,1173
2019,"July-September","Missouri",10500,10500,500,5,260,350,3,1932,745.5,42,84,220.5,63
2019,"July-September","Montana",147000,154000,18500,12,3600,12500,8,43120,15400,16324,9394,6314,1540
2019,"July-September","Nebraska",40000,41000,3700,9,680,1400,3,11972,1107,738,1148,2952,779
2019,"July-September","New Jersey",16000,16000,680,4,650,3100,19,4176,368,48,32,80,16
2019,"July-September","New Mexico",2400,5500,170,3,1000,550,10,2172.5,1600.5,49.5,0,44,0
2019,"July-September","New York",65000,69000,8500,12,3200,3700,5,21183,7935,828,5658,1725,2622
2019,"July-September","North Carolina",22000,22000,2700,12,1800,5000,23,5918,2486,4334,880,2134,1254
2019,"July-September","North Dakota",530000,530000,81000,15,15000,17500,3,256520,54060,77910,47700,125610,49290
2019,"July-September","Ohio",19500,19500,1600,8,2800,3000,15,7917,4485,819,351,1150.5,760.5
2019,"July-September","Oklahoma",7500,7500,930,12,130,1100,15,2175,105,7.5,7.5,307.5,330
2019,"July-September","Oregon",83000,118000,8000,7,6000,21000,18,41772,15104,23364,17818,19588,472
2019,"July-September","Pennsylvania",19000,20000,980,5,1800,1900,10,4680,1760,360,1000,300,1120
2019,"July-September","South Carolina",14500,14500,2200,15,2000,1400,10,6510.5,1682,87,2349,2842,536.5
2019,"July-September","South Dakota",255000,255000,51000,20,1300,8000,3,26520,8925,765,35700,10200,3825
2019,"July-September","Tennessee",14000,14000,4500,32,2200,2200,16,7196,3262,28,1274,1610,210
2019,"July-September","Texas",126000,133000,11000,8,6500,7000,5,29127,24339,5852,15295,9576,2793
2019,"July-September","Utah",24000,29000,2800,10,3500,1700,6,8526,1421,1595,58,174,1334
2019,"July-September","Vermont",7000,7000,120,2,80,490,7,1554,301,49,0,35,7
2019,"July-September","Virginia",9000,9000,570,6,350,820,9,3411,1647,81,117,243,279
2019,"July-September","Washington",85000,97000,21000,22,12000,10000,10,45881,873,2425,4462,9118,291
2019,"July-September","West Virginia",10000,10000,1100,11,200,1100,11,3370,1070,70,270,690,30
2019,"July-September","Wisconsin",63000,63000,6500,10,2400,10000,16,29232,12915,8757,11403,4095,2457
2019,"July-September","Wyoming",24000,27000,3000,11,2500,3500,13,12339,108,891,594,1701,675
2019,"July-September","Other States",13660,13900,2080,15,320,900,6,1570.7,625.5,583.8,1070.3,194.6,13.9
2019,"October-December","Alabama",6000,6000,660,11,240,70,1,2802,1602,36,294,540,678
2019,"October-December","Arizona",34000,36000,7000,19,300,300,1,19404,540,144,8388,1440,1044
2019,"October-December","Arkansas",19000,19500,1600,8,430,310,2,9301.5,7741.5,273,1521,2437.5,6396
2019,"October-December","California",7e+05,1300000,136000,10,160000,37000,3,526500,141700,67600,146900,104000,65000
2019,"October-December","Colorado",27000,27000,8000,30,1100,440,2,18279,405,0,4131,702,216
2019,"October-December","Connecticut",3800,4000,300,8,10,50,1,888,444,96,0,68,64
2019,"October-December","Florida",270000,3e+05,30000,10,28000,15000,5,130500,76800,23400,35100,23400,14400
2019,"October-December","Georgia",119000,131000,20000,15,10500,10500,8,44933,23842,7336,11921,3406,5764
2019,"October-December","Hawaii",17000,17000,1300,8,300,50,0,7480,10506,34,170,17,0
2019,"October-December","Idaho",111000,196000,15500,8,1800,1000,1,39788,8428,10584,20580,19404,2156
2019,"October-December","Illinois",13000,13000,1700,13,1000,1500,12,3757,3549,143,442,1157,1157
2019,"October-December","Indiana",17500,17500,1300,7,160,180,1,3622.5,2625,455,1172.5,280,105
2019,"October-December","Iowa",32000,32000,7500,23,1500,530,2,19520,5696,1792,8064,6304,1344
2019,"October-December","Kansas",4800,4900,650,13,190,460,9,3224.2,735,583.1,2126.6,19.6,705.6
2019,"October-December","Kentucky",8500,8500,410,5,190,170,2,2805,1708.5,17,450.5,1020,841.5
2019,"October-December","Louisiana",41000,46000,2300,5,70,80,0,15180,8510,1610,322,2806,414
2019,"October-December","Maine",11500,11500,770,7,110,40,0,2357.5,0,11.5,287.5,34.5,23
2019,"October-December","Maryland",6500,8000,1100,14,390,420,5,1008,360,144,0,24,400
2019,"October-December","Massachusetts",5000,5000,1200,24,60,130,3,380,10,40,0,55,535
2019,"October-December","Michigan",84000,84000,6500,8,820,1500,2,31080,8148,7728,6972,924,3192
2019,"October-December","Minnesota",97000,97000,15500,16,3400,60,0,36181,7566,1164,5917,1746,3880
2019,"October-December","Mississippi",21000,29000,3400,12,350,50,0,11890,11020,1189,4031,3045,1508
2019,"October-December","Missouri",9000,10000,1500,15,260,10,0,1920,590,20,10,150,40
2019,"October-December","Montana",71000,79000,7000,9,770,4000,5,12403,1422,0,632,2212,237
2019,"October-December","Nebraska",37000,38000,2700,7,320,10,0,2204,380,0,1330,1064,2432
2019,"October-December","New Jersey",15500,15500,220,1,60,80,1,387.5,139.5,0,0,201.5,77.5
2019,"October-December","New Mexico",6000,6000,70,1,30,10,0,312,18,24,0,156,0
2019,"October-December","New York",65000,65000,10000,15,630,510,1,21645,16120,1950,5655,2080,2600
2019,"October-December","North Carolina",17500,18000,3200,18,240,770,4,8010,3780,810,432,2826,2106
2019,"October-December","North Dakota",420000,420000,27000,6,3000,4300,1,180600,29820,7560,15540,8400,7140
2019,"October-December","Ohio",19000,19000,2700,14,800,390,2,6308,1064,76,114,627,1444
2019,"October-December","Oklahoma",6500,37000,2500,7,460,0,0,370,148,0,148,148,37
2019,"October-December","Oregon",115000,130000,15000,12,650,2000,2,46540,2730,6110,2340,21580,20800
2019,"October-December","Pennsylvania",21000,21000,3800,18,1600,1100,5,6972,966,210,672,483,609
2019,"October-December","South Carolina",12500,13500,1900,14,1400,430,3,7654.5,2484,229.5,472.5,1768.5,850.5
2019,"October-December","South Dakota",189000,189000,7500,4,0,40,0,23058,11529,6048,10584,21168,2835
2019,"October-December","Tennessee",11000,11000,1300,12,20,70,1,7326,5885,0,3696,836,1001
2019,"October-December","Texas",129000,240000,17500,7,8000,1700,1,55440,33600,11040,11760,13920,3360
2019,"October-December","Utah",30000,32000,4400,14,970,90,0,7072,640,640,3296,64,96
